lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_pl	full_cat_pl
lík	hk	nh	807	2054.5	2274		Lík	af samferðakonu hennar fannst í fyrradag.		Lík	af samferðakonu hennar fannst í fyrradag.	liːk	Nafnorð	n.	3K									lík	líki	líks	lík	lík	líkum	líka											lík.mp3	zwłoki	rzeczownik
viðauki	kk	nk	806	2056	103793	Í	viðaukanum	er ekkert minnst á framkvæmdir á höfuðborgarsvæðinu.	Í	viðaukanum	er ekkert minnst á framkvæmdir á höfuðborgarsvæðinu.	vɪːðœicɪ	Nafnorð	m.	3K									viðauka	viðauka	viðauka	viðaukar	viðauka	viðaukum	viðauka											viðauki.mp3	dodatek	rzeczownik
mála	so	s	805	2057.5	421884	Næstu þrjár vikur verður skipið skrapað og	málað	upp á nýtt.	Næstu þrjár vikur verður skipið skrapað og	málað	upp á nýtt.	mauːla	Sagnorð	v.	3K	mála	málar	málar	málaði	málaðir	málaði	málað																			mála.mp3	malować	czasownik
ungmenni	hk	nh	805	2057.5	50238	Rúmlega helmingur íslenskra	ungmenna	er á vinnumarkaði.	Rúmlega helmingur íslenskra	ungmenna	er á vinnumarkaði.	uŋkmɛnɪ	Nafnorð	n.	3K									ungmenni	ungmenni	ungmennis	ungmenni	ungmenni	ungmennum	ungmenna											ungmenni.mp3	młodzi ludzie, Młodzieży	rzeczownik
faglegur	lo	l	804	2060	390354	Það eru	fagleg	vinnubrögð , fallegasta framsetningin , besta bragðið.	Það eru	fagleg	vinnubrögð , fallegasta framsetningin , besta bragðið.	faɣlɛɣʏr	Lýsingarorð	adj.	3K																					faglegur  --  fagleg -- faglegt	faglegri -- faglegri -- faglegra	faglegastur -- faglegust -- faglegast			faglegur.mp3	profesjonalny	przymiotnik
öryrki	kk	nk	804	2060	114107	Standa þurfi sérstakan vörð um	öryrkja	, eldri borgara og fjölskyldur.	Standa þurfi sérstakan vörð um	öryrkja	, eldri borgara og fjölskyldur.	œːrɪr̥cɪ	Nafnorð	m.	3K									öryrkja	öryrkja	öryrkja	öryrkjar	öryrkja	öryrkjum	öryrkja											öryrki.mp3	niepełnosprawny	rzeczownik
viðstaddur	lo	l	804	2060	389674	Aðeins boðsgestir og blaða- og fréttamenn fá að vera	viðstaddir	.	Aðeins boðsgestir og blaða- og fréttamenn fá að vera	viðstaddir	.	vɪðstatʏr	Nafnorð	adj.	3K																					viðstaddur  --  viðstödd -- viðstatt					viðstaddur.mp3	obecny, podręczny	przymiotnik
rússneskur	lo	l	802	2062	392921		Rússnesk	kona fæddi fimmbura á sjúkrahúsi í Bretlandi í nótt.		Rússnesk	kona fæddi fimmbura á sjúkrahúsi í Bretlandi í nótt.	rustnɛskʏr	Lýsingarorð	adj.	3K																					rússneskur  --  rússnesk -- rússneskt	rússneskari -- rússneskari -- rússneskara	rússneskastur -- rússneskust -- rússneskast			rússneskur.mp3	Rosyjski	przymiotnik
iðnaður	kk	nk	801	2064	390824	Það er meðal annars rakið til samdráttar í	iðnaði	í heiminum.	Það er meðal annars rakið til samdráttar í	iðnaði	í heiminum.	ɪðnaðʏr	Nafnorð	m.	3K									iðnað	iðnaði	iðnaðar															iðnaður.mp3	przemysł	rzeczownik
skápur	kk	nk	801	2064	5900	Háskólanemar tæmdu	skápa	og geymslur á flóamarkaði á Háskólatorgi í dag.	Háskólanemar tæmdu	skápa	og geymslur á flóamarkaði á Háskólatorgi í dag.	skauːpʏr	Nafnorð	m.	3K									skáp	skáp	skáps	skápar	skápa	skápum	skápa											skápur.mp3	szafa	rzeczownik
skjól	hk	nh	801	2064	3225	Nokkur hundruð manns leituðu	skjóls	í íþróttahúsinu.	Nokkur hundruð manns leituðu	skjóls	í íþróttahúsinu.	scouːl	Nafnorð	n.	3K									skjól	skjóli	skjóls	skjól	skjól	skjólum	skjóla											skjól.mp3	schronienie	rzeczownik
pipar	kk	nk	800	2066.5	5417	Steikið sveppina vel og kryddið með salt og	pipar	.	Steikið sveppina vel og kryddið með salt og	pipar	.	pʰɪːpar	Nafnorð	m.	3K									pipar	pipar	pipars															pipar.mp3	pieprz	rzeczownik
taktur	kk	nk	800	2066.5	5999	Hækkunin er nokkuð í	takt	við það sem sérfræðingar höfðu spáð.	Hækkunin er nokkuð í	takt	við það sem sérfræðingar höfðu spáð.	tʰaxtʏr	Nafnorð	m.	3K									takt	takti	takts	taktar	takta	töktum	takta											taktur.mp3	rytm	rzeczownik
atvinnurekandi	kk	nk	799	2068.5	114517	Það er verið að berjast fyrir launum launþeganna gegn	atvinnurekendum	.	Það er verið að berjast fyrir launum launþeganna gegn	atvinnurekendum	.	aːtvɪnʏrɛkantɪ	Nafnorð	m.	3K									atvinnurekanda	atvinnurekanda	atvinnurekanda	atvinnurekendur	atvinnurekendur	atvinnurekendum	atvinnurekenda											atvinnurekandi.mp3	pracodawca	rzeczownik
hlakka	so	s	799	2068.5	424581	Hann	hlakki	mikið til að komast til Íslands.	Hann	hlakki	mikið til að komast til Íslands.	l̥ahka	Sagnorð	v.	3K	hlakka	hlakkar	hlakkar	hlakkaði	hlakkaðir	hlakkaði	hlakkað																			hlakka.mp3	Oczekiwać, cieszyć się na	czasownik
samstaða	kvk	nv	798	2070	486269	Það hefur myndast	samstaða	um samábyrgð fólks.	Það hefur myndast	samstaða	um samábyrgð fólks.	samstaða	Nafnorð	f.	3K									samstöðu	samstöðu	samstöðu															samstaða.mp3	solidarność	rzeczownik
atvinnuleysi	hk	nh	797	2072	414527	Mest er	atvinnuleysi	á höfuðborgarsvæðinu en þar eru tæplega 8.800 skráðir.	Mest er	atvinnuleysi	á höfuðborgarsvæðinu en þar eru tæplega 8.800 skráðir.	aːtvɪnʏleisɪ	Nafnorð	n.	3K									atvinnuleysi	atvinnuleysi	atvinnuleysis															atvinnuleysi.mp3	bezrobocie	rzeczownik
flokkun	kvk	nv	797	2072	12495	Breska ríkisstjórnin hefur ákveðið að endurskoða	flokkun	á kannabis.	Breska ríkisstjórnin hefur ákveðið að endurskoða	flokkun	á kannabis.	flɔhkʏn	Nafnorð	f.	3K									flokkun	flokkun	flokkunar	flokkanir	flokkanir	flokkunum	flokkana											flokkun.mp3	Klasyfikacja	rzeczownik
örorka	kvk	nv	797	2072	147127	Hann hlaut 10%	örorku	vegna slyssins.	Hann hlaut 10%	örorku	vegna slyssins.	œːrɔr̥ka	Nafnorð	f.	3K									örorku	örorku	örorku															örorka.mp3	niepełnosprawność, kalectwo	rzeczownik
fyrirspurn	kvk	nv	796	2074.5	125694	Þetta kemur fram í svari við	fyrirspurn	fréttastofu.	Þetta kemur fram í svari við	fyrirspurn	fréttastofu.	fɪːrɪr̥spʏrtn̥	Nafnorð	f.	3K									fyrirspurn	fyrirspurn	fyrirspurnar	fyrirspurnir	fyrirspurnir	fyrirspurnum	fyrirspurna											fyrirspurn.mp3	pytanie, zapytanie	rzeczownik
takmörkun	kvk	nv	796	2074.5	138946	Þetta er auðvitað fullkomin	takmörkun	á vöruflutningum.	Þetta er auðvitað fullkomin	takmörkun	á vöruflutningum.	tʰakmœr̥kʏn	Nafnorð	f.	3K									takmörkun	takmörkun	takmörkunar	takmarkanir	takmarkanir	takmörkunum	takmarkana											takmörkun.mp3	ograniczenie, restrykcja	rzeczownik
ritstjóri	kk	nk	794	2076.5	112475	Búið er að ráða nýjan	ritstjóra	á tímariti Séð og heyrt.	Búið er að ráða nýjan	ritstjóra	á tímariti Séð og heyrt.	rɪːtstjourɪ	Nafnorð	m.	3K									ritstjóra	ritstjóra	ritstjóra	ritstjórar	ritstjóra	ritstjórum	ritstjóra											ritstjóri.mp3	wydawca, edytor	rzeczownik
tilvitnun	kvk	nv	794	2076.5	139380	Fjölmargir virtir fjölmiðlar notuðu	tilvitnunina	.	Fjölmargir virtir fjölmiðlar notuðu	tilvitnunina	.	tʰɪlvɪhtnʏn	Nafnorð	f.	3K									tilvitnun	tilvitnun	tilvitnunar	tilvitnanir	tilvitnanir	tilvitnunum	tilvitnana											tilvitnun.mp3	cytat	rzeczownik
andstaða	kvk	nv	793	2079.5	486167		Andstaðan	er heldur meiri á höfuðborgarsvæðinu en landsbyggðinni.		Andstaðan	er heldur meiri á höfuðborgarsvæðinu en landsbyggðinni.	antstaða	Nafnorð	f.	3K									andstöðu	andstöðu	andstöðu															andstaða.mp3	opozycja	rzeczownik
lykt	kvk	nv	793	2079.5	10495	Maðurinn varð fyrst var við torkennilega	lykt	.	Maðurinn varð fyrst var við torkennilega	lykt	.	lɪxt	Nafnorð	f.	3K									lykt	lykt	lyktar	lyktir	lyktir	lyktum	lykta											lykt.mp3	zapach, smród	rzeczownik
úrbót	kvk	nv	793	2079.5	129247	Því var ráðist í	úrbætur	á húsnæðinu.	Því var ráðist í	úrbætur	á húsnæðinu.	urpout	Nafnorð	f.	3K									úrbót	úrbót	úrbótar	úrbætur	úrbætur	úrbótum	úrbóta											úrbót.mp3	poprawa	rzeczownik
vinsæld	kvk	nv	793	2079.5	128348	Hún hafi verið farsæl í störfum og njóti	vinsælda	meðal bæjarbúa.	Hún hafi verið farsæl í störfum og njóti	vinsælda	meðal bæjarbúa.	vɪnsailt	Nafnorð	f.	3K									vinsæld	vinsæld	vinsældar	vinsældir	vinsældir	vinsældum	vinsælda											vinsæld.mp3	popularność	rzeczownik
stjórnsýsla	kvk	nv	792	2082	459711		Stjórnsýslan	er allt of dýr og illa rekin.		Stjórnsýslan	er allt of dýr og illa rekin.	stjourtn̥sistla	Nafnorð	f.	3K									stjórnsýslu	stjórnsýslu	stjórnsýslu															stjórnsýsla.mp3	administracja	rzeczownik
samdráttur	kk	nk	791	2083	84436	Þetta er um 60%	samdráttur	milli ára.	Þetta er um 60%	samdráttur	milli ára.	samtrauhtʏr	Nafnorð	m.	3K									samdrátt	samdrætti	samdráttar	samdrættir	samdrætti	samdráttum	samdrátta											samdráttur.mp3	recesja; skurcz, kontrakcja	rzeczownik
ánægjulegur	lo	l	790	2084.5	389924	Það er	ánægjulegt	að eiga góðra kosta völ í lífinu.	Það er	ánægjulegt	að eiga góðra kosta völ í lífinu.	auːnaijʏlɛɣʏr	Lýsingarorð	adj.	3K																					ánægjulegur  --  ánægjuleg -- ánægjulegt	ánægjulegri -- ánægjulegri -- ánægjulegra	ánægjulegastur -- ánægjulegust -- ánægjulegast			ánægjulegur.mp3	przyjemny	przymiotnik
ríkjandi	lo	l	790	2084.5	164713	Tilkynningin sé síst til þess fallin að draga úr	ríkjandi	óvissu.	Tilkynningin sé síst til þess fallin að draga úr	ríkjandi	óvissu.	riːcantɪ	Lýsingarorð	adj.	3K																					ríkjandi  --  ríkjandi -- ríkjandi					ríkjandi.mp3	panujący	przymiotnik
stjórnarmaður	kk	nk	789	2086	88830	Hinn dæmigerði íslenski	stjórnarmaður	er karlkyns viðskiptafræðingur á fimmtugsaldri.	Hinn dæmigerði íslenski	stjórnarmaður	er karlkyns viðskiptafræðingur á fimmtugsaldri.	stjourtnarmaðʏr	Nafnorð	m.	3K									stjórnarmann	stjórnarmanni	stjórnarmanns	stjórnarmenn	stjórnarmenn	stjórnarmönnum	stjórnarmanna											stjórnarmaður.mp3	członek zarządu	rzeczownik
dökkur	lo	l	787	2088	406904	Hún er með	dökkt	sítt hár og blá augu.	Hún er með	dökkt	sítt hár og blá augu.	tœhkʏr	Lýsingarorð	adj.	3K																					dökkur  --  dökk -- dökkt	dekkri -- dekkri -- dekkra	dekkstur -- dekkst -- dekkst			dökkur.mp3	ciemny	przymiotnik
iðulega	ao	a	787	2088	497243	Þær hafa	iðulega	vanspáð því.	Þær hafa	iðulega	vanspáð því.	ɪːðʏlɛɣa	Atviksorð	adv.	3K								iðulega																		iðulega.mp3	często	przysłówek
svefn	kk	nk	787	2088	5541	En mörg þeirra munu hafa átt erfitt með	svefn	í nótt.	En mörg þeirra munu hafa átt erfitt með	svefn	í nótt.	svɛpn̥	Nafnorð	m.	3K									svefn	svefni	svefns															svefn.mp3	sen	rzeczownik
eintak	hk	nh	784	2090.5	473495	Gjöfin var 700	eintök	Íslendingasagna á dönsku.	Gjöfin var 700	eintök	Íslendingasagna á dönsku.	eintʰak	Nafnorð	n.	3K									eintak	eintaki	eintaks	eintök	eintök	eintökum	eintaka											eintak.mp3	kopia, wzór	rzeczownik
hreint	ao	a	784	2090.5	402646	Ég vill sjá þetta þak vera tekið burtu	hreint	og beint.	Ég vill sjá þetta þak vera tekið burtu	hreint	og beint.	r̥ein̥t	Atviksorð	adv.	3K																								hreinna	hreinast	hreint.mp3	na wprost, bardzo, dość	przysłówek
bíta	so	s	783	2092	433622	Og það er svo auðvelt að	bíta	þetta í sundur.	Og það er svo auðvelt að	bíta	þetta í sundur.	piːta	Sagnorð	v.	3K	bít	bítur	bítur	beit	beist	beit	bitið																			bíta.mp3	gryźć	czasownik
þorp	hk	nh	782	2093	4132	Í öðrum	þorpum	standa fjölmörg hús á sölu óhreyfð um árabil.	Í öðrum	þorpum	standa fjölmörg hús á sölu óhreyfð um árabil.	θɔr̥p	Nafnorð	n.	3K									þorp	þorpi	þorps	þorp	þorp	þorpum	þorpa											þorp.mp3	wioska	rzeczownik
afskaplega	ao	a	780	2095	495061	Það var	afskaplega	rólegt.	Það var	afskaplega	rólegt.	afskaplɛɣa	Atviksorð	adv.	3K								afskaplega																		afskaplega.mp3	bardzo, niesamowicie	przysłówek
atvinna	kvk	nv	780	2095	147823	Auk þess gæti slík breyting skapað	atvinnu	.	Auk þess gæti slík breyting skapað	atvinnu	.	aːtvɪna	Nafnorð	f.	3K									atvinnu	atvinnu	atvinnu															atvinna.mp3	zatrudnienie, zawód, praca	rzeczownik
spjalla	so	s	780	2095	423396	Þeir hafi	spjallað	saman um daginn og veginn.	Þeir hafi	spjallað	saman um daginn og veginn.	spjatla	Sagnorð	v.	3K	spjalla	spjallar	spjallar	spjallaði	spjallaðir	spjallaði	spjallað																			spjalla.mp3	rozmawiać	czasownik
spítali	kk	nk	779	2097	9197	Einnig vantar starfsfólk á	spítalann	, sérstaklega hjúkrunarfræðinga.	Einnig vantar starfsfólk á	spítalann	, sérstaklega hjúkrunarfræðinga.	spiːtalɪ	Nafnorð	m.	3K									spítala	spítala	spítala	spítalar	spítala	spítölum	spítala											spítali.mp3	szpital	rzeczownik
nenna	so	s	778	2099	435099	Þeir	nenna	þessu ekki.	Þeir	nenna	þessu ekki.	nɛna	Sagnorð	v.	3K	nenni	nennir	nennir	nennti	nenntir	nennti	nennt																			nenna.mp3	chcieć	czasownik
sýni	hk	nh	778	2099	3710	Tekin voru	sýni	í síðustu viku til greiningar.	Tekin voru	sýni	í síðustu viku til greiningar.	siːnɪ	Nafnorð	n.	3K									sýni	sýni	sýnis	sýni	sýni	sýnum	sýna											sýni.mp3	próba	rzeczownik
þreyttur	lo	l	778	2099	166100	Við erum orðin ansi	þreytt	.	Við erum orðin ansi	þreytt	.	θreihtʏr	Lýsingarorð	adj.	3K																					þreyttur  --  þreytt -- þreytt	þreyttari -- þreyttari -- þreyttara	þreyttastur -- þreyttust -- þreyttast			þreyttur.mp3	zmęczony	przymiotnik
nýjung	kvk	nv	777	2101.5	386491	Fólk hefur gaman af	nýjungum	og er forvitið um nýjungar.	Fólk hefur gaman af	nýjungum	og er forvitið um nýjungar.	niːjuŋk	Nafnorð	f.	3K									nýjung	nýjung	nýjungar	nýjungar	nýjungar	nýjungum	nýjunga											nýjung.mp3	innowacja, nowość	rzeczownik
rafmagn	hk	nh	777	2101.5	465496	Ástæða lokunar er að	rafmagn	verður tekið af göngunum.	Ástæða lokunar er að	rafmagn	verður tekið af göngunum.	ravmakn̥	Nafnorð	n.	3K									rafmagn	rafmagni	rafmagns															rafmagn.mp3	Elektryczność, prąd	rzeczownik
reiður	lo	l	775	2103	389183	Hann hafði orðið mjög	reiður	þegar hún vildi slíta þessu sambandi.	Hann hafði orðið mjög	reiður	þegar hún vildi slíta þessu sambandi.	reiːðʏr	Lýsingarorð	adj.	3K																					reiður  --  reið -- reitt	reiðari -- reiðari -- reiðara	reiðastur -- reiðust -- reiðast			reiður.mp3	zły	przymiotnik
augljóslega	ao	a	774	2104	495092	Þannig að fólk er	augljóslega	ekki sátt við þessa þróun mála.	Þannig að fólk er	augljóslega	ekki sátt við þessa þróun mála.	œiɣljoustlɛɣa	Atviksorð	adv.	3K								augljóslega																		augljóslega.mp3	oczywiście	przysłówek
aðgengi	hk	nh	772	2105.5	464113	Eldfjallafræðingur vill auka	aðgengi	almennings að gosstöðvunum.	Eldfjallafræðingur vill auka	aðgengi	almennings að gosstöðvunum.	aðceiɲcɪ	Nafnorð	n.	3K									aðgengi	aðgengi	aðgengis															aðgengi.mp3	dostępność	rzeczownik
efnahagslegur	lo	l	772	2105.5	390324	Ýmis	efnahagsleg	og lagaleg viðmið eru í frumvarpinu.	Ýmis	efnahagsleg	og lagaleg viðmið eru í frumvarpinu.	ɛpnahaxstlɛɣʏr	Lýsingarorð	adj.	3K																					efnahagslegur  --  efnahagsleg -- efnahagslegt	efnahagslegri -- efnahagslegri -- efnahagslegra	efnahagslegastur -- efnahagslegust -- efnahagslegast			efnahagslegur.mp3	gospodarczy	przymiotnik
endanlegur	lo	l	770	2107.5	390344	Hið sama gilti ekki um	endanlega	ábendingu sjóðsins.	Hið sama gilti ekki um	endanlega	ábendingu sjóðsins.	ɛntanlɛɣʏr	Lýsingarorð	adj.	3K																					endanlegur  --  endanleg -- endanlegt	endanlegri -- endanlegri -- endanlegra	endanlegastur -- endanlegust -- endanlegast			endanlegur.mp3	ostatni, ostateczny, ograniczony, skończony	przymiotnik
umfangsmikill	lo	l	770	2107.5	171583		Umfangsmiklar	breytingar áttu sér stað á tekjusköttum og tollum um áramót.		Umfangsmiklar	breytingar áttu sér stað á tekjusköttum og tollum um áramót.	ʏmfauŋsmɪcɪtl̥	Lýsingarorð	adj.	3K																					umfangsmikill  --  umfangsmikil -- umfangsmikið	umfangsmeiri -- umfangsmeiri -- umfangsmeira	umfangsmestur -- umfangsmest -- umfangsmest			umfangsmikill.mp3	obszerny	przymiotnik
geymsla	kvk	nv	769	2109	16532	Engar skemmdir urðu á húsinu en	geymslan	er talin ónýt.	Engar skemmdir urðu á húsinu en	geymslan	er talin ónýt.	ceimstla	Nafnorð	f.	3K									geymslu	geymslu	geymslu	geymslur	geymslur	geymslum	geymslna											geymsla.mp3	przechowywanie	rzeczownik
móttaka	kvk	nv	768	2111	150744		Móttökurnar	voru betri en búist hafði verið við.		Móttökurnar	voru betri en búist hafði verið við.	moutʰaka	Nafnorð	f.	3K									móttöku	móttöku	móttöku	móttökur	móttökur	móttökum	móttaka											móttaka.mp3	recepcja	rzeczownik
öfugur	lo	l	768	2111	168277	Á Íslandi virðist þessu	öfugt	farið.	Á Íslandi virðist þessu	öfugt	farið.	œːvʏɣʏr	Lýsingarorð	adj.	3K																					öfugur  --  öfug -- öfugt	öfugri -- öfugri -- öfugra	öfugastur -- öfugust -- öfugast			öfugur.mp3	odwrócony	przymiotnik
verksmiðja	kvk	nv	768	2111	144134	Líklegast þykir að eldurinn hafi komið upp í rafmagnsköplum í	verksmiðjunni	.	Líklegast þykir að eldurinn hafi komið upp í rafmagnsköplum í	verksmiðjunni	.	vɛr̥ksmɪðja	Nafnorð	f.	3K									verksmiðju	verksmiðju	verksmiðju	verksmiðjur	verksmiðjur	verksmiðjum	verksmiðja											verksmiðja.mp3	fabryka	rzeczownik
flýta	so	s	767	2114	434677	Það sé ekkert sem hún geti gert til að	flýta	rannsókninni.	Það sé ekkert sem hún geti gert til að	flýta	rannsókninni.	fliːta	Sagnorð	v.	3K	flýti	flýtir	flýtir	flýtti	flýttir	flýtti	flýtt																			flýta.mp3	śpieszyć	czasownik
fordæmi	hk	nh	767	2114	24414	Hann segir bæjarfulltrúa ætla að sýna	fordæmi	.	Hann segir bæjarfulltrúa ætla að sýna	fordæmi	.	fɔrtaimɪ	Nafnorð	n.	3K									fordæmi	fordæmi	fordæmis	fordæmi	fordæmi	fordæmum	fordæma											fordæmi.mp3	precedens	rzeczownik
tónn	kk	nk	767	2114	467410	En það kveður við allt annan	tón	á Vesturlandi.	En það kveður við allt annan	tón	á Vesturlandi.	tʰoutn̥	Nafnorð	m.	3K									tón	tóni	tóns	tónar	tóna	tónum	tóna											tónn.mp3	ton	rzeczownik
göng	hk	nh	765	2116	1457	Áætlað er að umferð verði hleypt í gegnum	göngin	árið 2016.	Áætlað er að umferð verði hleypt í gegnum	göngin	árið 2016.	kœiŋk	Nafnorð	n.	3K												göng	göng	göngum	ganga											göng.mp3	przejście, korytarz	rzeczownik
endurnýja	so	s	764	2118	419947	Nú er að koma að því að	endurnýja	þurfi starfsleyfið.	Nú er að koma að því að	endurnýja	þurfi starfsleyfið.	ɛntʏrnija	Sagnorð	v.	3K	endurnýja	endurnýjar	endurnýjar	endurnýjaði	endurnýjaðir	endurnýjaði	endurnýjað																			endurnýja.mp3	aktualizacja, wznowienie, renowacja	czasownik
kassi	kk	nk	764	2118	9016	Í	kassanum	voru tengingar á rafleiðslum inn í húsin.	Í	kassanum	voru tengingar á rafleiðslum inn í húsin.	kʰasɪ	Nafnorð	m.	3K									kassa	kassa	kassa	kassar	kassa	kössum	kassa											kassi.mp3	pudełko	rzeczownik
sjaldgæfur	lo	l	764	2118	180580		Sjaldgæft	er að gígar eftir loftsteina finnist.		Sjaldgæft	er að gígar eftir loftsteina finnist.	sjaltcaivʏr	Lýsingarorð	adj.	3K																					sjaldgæfur  --  sjaldgæf -- sjaldgæft	sjaldgæfari -- sjaldgæfari -- sjaldgæfara	sjaldgæfastur -- sjaldgæfust -- sjaldgæfast			sjaldgæfur.mp3	rzadki	przymiotnik
barnabarn	hk	nh	763	2120.5	18766	Hann lætur eftir sig eiginkonu , dóttur og tvö	barnabörn	.	Hann lætur eftir sig eiginkonu , dóttur og tvö	barnabörn	.	partnapartn̥	Nafnorð	n.	3K									barnabarn	barnabarni	barnabarns	barnabörn	barnabörn	barnabörnum	barnabarna											barnabarn.mp3	wnuczę	rzeczownik
strangur	lo	l	763	2120.5	409152		Strangar	æfingar hafa staðið yfir síðustu daga.		Strangar	æfingar hafa staðið yfir síðustu daga.	strauŋkʏr	Lýsingarorð	adj.	3K																					strangur  --  ströng -- strangt	strangari -- strangari -- strangara	strangastur -- ströngust -- strangast			strangur.mp3	surowy	przymiotnik
kross	kk	nk	761	2122.5	4357	Hátt í 100 manns hringja daglega í hjálparsíma Rauða	krossins	.	Hátt í 100 manns hringja daglega í hjálparsíma Rauða	krossins	.	kʰrɔs	Nafnorð	m.	3K									kross	krossi	kross	krossar	krossa	krossum	krossa											kross.mp3	krzyż	rzeczownik
sess	kk	nk	761	2122.5	4353	Tónlistin skipaði stóran	sess	í miðbænum.	Tónlistin skipaði stóran	sess	í miðbænum.	sɛs	Nafnorð	m.	3K									sess	sessi	sess	sessar	sessa	sessum	sessa											sess.mp3	siedzenie	rzeczownik
bæjarstjórn	kvk	nv	760	2124.5	120242	Forseti	bæjarstjórnar	á Blönduósi segir þetta alvarlegt mál.	Forseti	bæjarstjórnar	á Blönduósi segir þetta alvarlegt mál.	paijar̥stjourtn̥	Nafnorð	f.	3K									bæjarstjórn	bæjarstjórn	bæjarstjórnar	bæjarstjórnir	bæjarstjórnir	bæjarstjórnum	bæjarstjórna											bæjarstjórn.mp3	Rada Miejska	rzeczownik
þrífa	so	s	760	2124.5	434397	Milljónir á ári fari í að	þrífa	og mála krotið af.	Milljónir á ári fari í að	þrífa	og mála krotið af.	θriːva	Sagnorð	v.	3K	þríf	þrífur	þrífur	þreif	þreifst	þreif	þrifið																			þrífa.mp3	czyścić	czasownik
búseta	kvk	nv	759	2127	147255	Mikill munur er á afstöðu fólks eftir kyni og	búsetu	.	Mikill munur er á afstöðu fólks eftir kyni og	búsetu	.	puːsɛta	Nafnorð	f.	3K									búsetu	búsetu	búsetu															búseta.mp3	rezydencja	rzeczownik
drífa	so	s	759	2127	434198	Bílarnir	drifu	sig af vettvangi.	Bílarnir	drifu	sig af vettvangi.	triːva	Sagnorð	v.	3K	dríf	drífur	drífur	dreif	dreifst	dreif	drifið																			drífa.mp3	śpieszyć	czasownik
koma	kvk	nv	759	2127	15842	Skoskir lögreglumenn tóku manninn höndum við	komuna	til Skotlands.	Skoskir lögreglumenn tóku manninn höndum við	komuna	til Skotlands.	kʰɔːma	Nafnorð	f.	3K									komu	komu	komu	komur	komur	komum	koma											koma.mp3	przyjazd	rzeczownik
sjóða	so	s	758	2129.5	434323	Síðan þá hafa íbúar þurft að	sjóða	neysluvatn.	Síðan þá hafa íbúar þurft að	sjóða	neysluvatn.	sjouːða	Sagnorð	v.	3K	sýð	sýður	sýður	sauð	sauðst	sauð	soðið																			sjóða.mp3	gotować	czasownik
stara	so	s	758	2129.5	435715	Ég finn mikið fyrir því að fólk	starir	á mig.	Ég finn mikið fyrir því að fólk	starir	á mig.	staːra	Sagnorð	v.	3K	stari	starir	starir	starði	starðir	starði	starað																			stara.mp3	gapić się	czasownik
fiskveiði	kvk	nv	757	2131	467825	Það verða samt árekstrar milli olíuiðnaðar og	fiskveiða	.	Það verða samt árekstrar milli olíuiðnaðar og	fiskveiða	.	fɪskveiðɪ	Nafnorð	f.	3K									fiskveiði	fiskveiði	fiskveiði	fiskveiðar	fiskveiðar	fiskveiðum	fiskveiða											fiskveiði.mp3	rybołówstwo	rzeczownik
ökumaður	kk	nk	756	2132	89220	Einn	ökumaður	var stöðvaður , grunaður um akstur undir áhrifum áfengis.	Einn	ökumaður	var stöðvaður , grunaður um akstur undir áhrifum áfengis.	œːkʏmaðʏr	Nafnorð	m.	3K									ökumann	ökumanni	ökumanns	ökumenn	ökumenn	ökumönnum	ökumanna											ökumaður.mp3	kierowca	rzeczownik
brú	kvk	nv	755	2134	190251	Hann hafi verið einn í	brúnni	þegar skipið strandaði.	Hann hafi verið einn í	brúnni	þegar skipið strandaði.	pruː	Nafnorð	f.	3K									brú	brú	brúar	brýr	brýr	brúm	brúa											brú.mp3	most	rzeczownik
eigi	ao	a	755	2134	495518	En það var	eigi	að síður mjög ánægjulegt.	En það var	eigi	að síður mjög ánægjulegt.	eijɪ	Atviksorð	adv.	3K								eigi																		eigi.mp3	nie	przysłówek
umhverfisáhrif	hk	nh	755	2134	17459	Fram kemur að draga eigi sem mest úr neikvæðum	umhverfisáhrifum	.	Fram kemur að draga eigi sem mest úr neikvæðum	umhverfisáhrifum	.	ʏmkʰvɛrvɪsaur̥ɪv	Nafnorð	n.	3K												umhverfisáhrif	umhverfisáhrif	umhverfisáhrifum	umhverfisáhrifa											umhverfisáhrif.mp3	oddziaływanie na środowisko	rzeczownik
alvarlega	ao	a	754	2137	495079	Hann er ekki	alvarlega	veikur og er á batavegi.	Hann er ekki	alvarlega	veikur og er á batavegi.	alvarlɛɣa	Atviksorð	adv.	3K																								alvarlegar	alvarlegast	alvarlega.mp3	poważnie	przysłówek
sekúnda	kvk	nv	754	2137	16603	Mest fór vindurinn í 40 metra á	sekúndu	við Vatnsskarð eystra.	Mest fór vindurinn í 40 metra á	sekúndu	við Vatnsskarð eystra.	sɛːkunta	Nafnorð	f.	3K									sekúndu	sekúndu	sekúndu	sekúndur	sekúndur	sekúndum	sekúndna											sekúnda.mp3	sekunda	rzeczownik
